id,category,question,option_a,option_b,option_c,option_d,answer_index,points,difficulty
Q04770,Logique & culture générale,Pour gagner des points : Quel est le résultat de 15 - 7 ?,8,7,9,6,0,10,moyen
Q04771,Logique & culture générale,"Pour gagner des points : Si A est plus grand que B et B plus grand que C, qui est le plus petit ?",C,A,B,Impossible,0,10,moyen
Q04772,Logique & culture générale,Pour gagner des points : Quelle couleur obtient-on en mélangeant du bleu et du jaune en peinture ?,Vert,Rouge,Violet,Noir,0,10,moyen
Q04773,Logique & culture générale,Pour gagner des points : Combien de minutes y a-t-il dans une heure ?,60,30,100,90,0,10,moyen
Q04774,Logique & culture générale,Pour gagner des points : Quel instrument sert à mesurer la température ?,Thermomètre,Baromètre,Voltmètre,Compas,0,10,moyen
Q04775,Logique & culture générale,Pour gagner des points : Quel est le rôle principal d'une boussole ?,Indiquer les directions,Mesurer la température,Mesurer la vitesse,Calculer une moyenne,0,10,moyen
Q04776,Logique & culture générale,"À l'exposition : Si 2 + 3 = 5, combien font 7 + 6 ?",13,12,14,11,0,10,moyen
Q04777,Logique & culture générale,"À l'exposition : Quel nombre complète la suite 2, 4, 6, 8, ?",10,9,11,12,0,10,moyen
Q04778,Logique & culture générale,À l'exposition : Quel nombre est premier ?,17,21,27,33,0,10,moyen
Q04779,Logique & culture générale,À l'exposition : Combien y a-t-il de bits dans un octet ?,8,4,16,32,0,10,moyen
Q04780,Logique & culture générale,"À l'exposition : Quel est le plus grand : 0,7 ou 0,65 ?","0,7","0,65",Ils sont égaux,Impossible,0,10,moyen
Q04781,Logique & culture générale,"À l'exposition : Si tous les A sont B et tous les B sont C, que peut-on conclure ?",Tous les A sont C,Aucun A n'est C,Tous les C sont A,B n'existe pas,0,10,moyen
Q04782,Logique & culture générale,À l'exposition : Quelle planète est connue comme la planète rouge ?,Mars,Vénus,Jupiter,Mercure,0,10,moyen
Q04783,Logique & culture générale,À l'exposition : Quelle est la capitale du Cameroun ?,Yaoundé,Douala,Maroua,Garoua,0,10,moyen
Q04784,Logique & culture générale,À l'exposition : Quelle est la région où se trouve Maroua ?,Extrême-Nord,Littoral,Sud-Ouest,Est,0,10,moyen
Q04785,Logique & culture générale,À l'exposition : Quel est le plus grand océan du monde ?,Pacifique,Atlantique,Indien,Arctique,0,10,moyen
Q04786,Logique & culture générale,À l'exposition : Combien de côtés possède un hexagone ?,6,5,7,8,0,10,moyen
Q04787,Logique & culture générale,À l'exposition : Quel est le résultat de 12 × 5 ?,60,50,70,55,0,10,moyen
Q04788,Logique & culture générale,À l'exposition : Quel est le résultat de 100 / 4 ?,25,20,30,40,0,10,moyen
Q04789,Logique & culture générale,"À l'exposition : Si un objet coûte 10 000 FCFA et bénéficie de 10% de réduction, quel est le prix ?",9 000 FCFA,9 500 FCFA,8 000 FCFA,10 100 FCFA,0,10,moyen
Q04790,Logique & culture générale,À l'exposition : Quel langage utilise principalement le symbole # pour les commentaires sur une ligne ?,Python,HTML,CSS,SQL,0,10,moyen
Q04791,Logique & culture générale,À l'exposition : Quelle unité mesure généralement la fréquence d'un processeur ?,GHz,GB,dpi,Mbps,0,10,moyen
Q04792,Logique & culture générale,À l'exposition : Quelle unité mesure le débit réseau ?,Mbps,kg,cm,dpi,0,10,moyen
Q04793,Logique & culture générale,À l'exposition : Quel est le contraire de 'public' ?,Privé,Rapide,Ouvert,Central,0,10,moyen
Q04794,Logique & culture générale,À l'exposition : Quel continent abrite le Cameroun ?,Afrique,Asie,Europe,Amérique,0,10,moyen
Q04795,Logique & culture générale,À l'exposition : Quel est le résultat de 15 - 7 ?,8,7,9,6,0,10,moyen
Q04796,Logique & culture générale,"À l'exposition : Si A est plus grand que B et B plus grand que C, qui est le plus petit ?",C,A,B,Impossible,0,10,moyen
Q04797,Logique & culture générale,À l'exposition : Quelle couleur obtient-on en mélangeant du bleu et du jaune en peinture ?,Vert,Rouge,Violet,Noir,0,10,moyen
Q04798,Logique & culture générale,À l'exposition : Combien de minutes y a-t-il dans une heure ?,60,30,100,90,0,10,moyen
Q04799,Logique & culture générale,À l'exposition : Quel instrument sert à mesurer la température ?,Thermomètre,Baromètre,Voltmètre,Compas,0,10,moyen
Q04800,Logique & culture générale,À l'exposition : Quel est le rôle principal d'une boussole ?,Indiquer les directions,Mesurer la température,Mesurer la vitesse,Calculer une moyenne,0,10,moyen
Q04801,Logique & culture générale,"Défi numérique : Si 2 + 3 = 5, combien font 7 + 6 ?",13,12,14,11,0,10,moyen
Q04802,Logique & culture générale,"Défi numérique : Quel nombre complète la suite 2, 4, 6, 8, ?",10,9,11,12,0,10,moyen
Q04803,Logique & culture générale,Défi numérique : Quel nombre est premier ?,17,21,27,33,0,10,moyen
Q04804,Logique & culture générale,Défi numérique : Combien y a-t-il de bits dans un octet ?,8,4,16,32,0,10,moyen
Q04805,Logique & culture générale,"Défi numérique : Quel est le plus grand : 0,7 ou 0,65 ?","0,7","0,65",Ils sont égaux,Impossible,0,10,moyen
Q04806,Logique & culture générale,"Défi numérique : Si tous les A sont B et tous les B sont C, que peut-on conclure ?",Tous les A sont C,Aucun A n'est C,Tous les C sont A,B n'existe pas,0,10,moyen
Q04807,Logique & culture générale,Défi numérique : Quelle planète est connue comme la planète rouge ?,Mars,Vénus,Jupiter,Mercure,0,10,moyen
Q04808,Logique & culture générale,Défi numérique : Quelle est la capitale du Cameroun ?,Yaoundé,Douala,Maroua,Garoua,0,10,moyen
Q04809,Logique & culture générale,Défi numérique : Quelle est la région où se trouve Maroua ?,Extrême-Nord,Littoral,Sud-Ouest,Est,0,10,moyen
Q04810,Logique & culture générale,Défi numérique : Quel est le plus grand océan du monde ?,Pacifique,Atlantique,Indien,Arctique,0,10,moyen
Q04811,Logique & culture générale,Défi numérique : Combien de côtés possède un hexagone ?,6,5,7,8,0,10,moyen
Q04812,Logique & culture générale,Défi numérique : Quel est le résultat de 12 × 5 ?,60,50,70,55,0,10,moyen
Q04813,Logique & culture générale,Défi numérique : Quel est le résultat de 100 / 4 ?,25,20,30,40,0,10,moyen
Q04814,Logique & culture générale,"Défi numérique : Si un objet coûte 10 000 FCFA et bénéficie de 10% de réduction, quel est le prix ?",9 000 FCFA,9 500 FCFA,8 000 FCFA,10 100 FCFA,0,10,moyen
Q04815,Logique & culture générale,Défi numérique : Quel langage utilise principalement le symbole # pour les commentaires sur une ligne ?,Python,HTML,CSS,SQL,0,10,moyen
Q04816,Logique & culture générale,Défi numérique : Quelle unité mesure généralement la fréquence d'un processeur ?,GHz,GB,dpi,Mbps,0,10,moyen
Q04817,Logique & culture générale,Défi numérique : Quelle unité mesure le débit réseau ?,Mbps,kg,cm,dpi,0,10,moyen
Q04818,Logique & culture générale,Défi numérique : Quel est le contraire de 'public' ?,Privé,Rapide,Ouvert,Central,0,10,moyen
Q04819,Logique & culture générale,Défi numérique : Quel continent abrite le Cameroun ?,Afrique,Asie,Europe,Amérique,0,10,moyen
Q04820,Logique & culture générale,Défi numérique : Quel est le résultat de 15 - 7 ?,8,7,9,6,0,10,moyen
Q04821,Logique & culture générale,"Défi numérique : Si A est plus grand que B et B plus grand que C, qui est le plus petit ?",C,A,B,Impossible,0,10,moyen
Q04822,Logique & culture générale,Défi numérique : Quelle couleur obtient-on en mélangeant du bleu et du jaune en peinture ?,Vert,Rouge,Violet,Noir,0,10,moyen
Q04823,Logique & culture générale,Défi numérique : Combien de minutes y a-t-il dans une heure ?,60,30,100,90,0,10,moyen
Q04824,Logique & culture générale,Défi numérique : Quel instrument sert à mesurer la température ?,Thermomètre,Baromètre,Voltmètre,Compas,0,10,moyen
Q04825,Logique & culture générale,Défi numérique : Quel est le rôle principal d'une boussole ?,Indiquer les directions,Mesurer la température,Mesurer la vitesse,Calculer une moyenne,0,10,moyen
Q04826,Logique & culture générale,"À votre avis : Si 2 + 3 = 5, combien font 7 + 6 ?",13,12,14,11,0,10,difficile
Q04827,Logique & culture générale,"À votre avis : Quel nombre complète la suite 2, 4, 6, 8, ?",10,9,11,12,0,10,difficile
Q04828,Logique & culture générale,À votre avis : Quel nombre est premier ?,17,21,27,33,0,10,difficile
Q04829,Logique & culture générale,À votre avis : Combien y a-t-il de bits dans un octet ?,8,4,16,32,0,10,difficile
Q04830,Logique & culture générale,"À votre avis : Quel est le plus grand : 0,7 ou 0,65 ?","0,7","0,65",Ils sont égaux,Impossible,0,10,difficile
Q04831,Logique & culture générale,"À votre avis : Si tous les A sont B et tous les B sont C, que peut-on conclure ?",Tous les A sont C,Aucun A n'est C,Tous les C sont A,B n'existe pas,0,10,difficile
Q04832,Logique & culture générale,À votre avis : Quelle planète est connue comme la planète rouge ?,Mars,Vénus,Jupiter,Mercure,0,10,difficile
Q04833,Logique & culture générale,À votre avis : Quelle est la capitale du Cameroun ?,Yaoundé,Douala,Maroua,Garoua,0,10,difficile
Q04834,Logique & culture générale,À votre avis : Quelle est la région où se trouve Maroua ?,Extrême-Nord,Littoral,Sud-Ouest,Est,0,10,difficile
Q04835,Logique & culture générale,À votre avis : Quel est le plus grand océan du monde ?,Pacifique,Atlantique,Indien,Arctique,0,10,difficile
Q04836,Logique & culture générale,À votre avis : Combien de côtés possède un hexagone ?,6,5,7,8,0,10,difficile
Q04837,Logique & culture générale,À votre avis : Quel est le résultat de 12 × 5 ?,60,50,70,55,0,10,difficile
Q04838,Logique & culture générale,À votre avis : Quel est le résultat de 100 / 4 ?,25,20,30,40,0,10,difficile
Q04839,Logique & culture générale,"À votre avis : Si un objet coûte 10 000 FCFA et bénéficie de 10% de réduction, quel est le prix ?",9 000 FCFA,9 500 FCFA,8 000 FCFA,10 100 FCFA,0,10,difficile
Q04840,Logique & culture générale,À votre avis : Quel langage utilise principalement le symbole # pour les commentaires sur une ligne ?,Python,HTML,CSS,SQL,0,10,difficile
Q04841,Logique & culture générale,À votre avis : Quelle unité mesure généralement la fréquence d'un processeur ?,GHz,GB,dpi,Mbps,0,10,difficile
Q04842,Logique & culture générale,À votre avis : Quelle unité mesure le débit réseau ?,Mbps,kg,cm,dpi,0,10,difficile
Q04843,Logique & culture générale,À votre avis : Quel est le contraire de 'public' ?,Privé,Rapide,Ouvert,Central,0,10,difficile
Q04844,Logique & culture générale,À votre avis : Quel continent abrite le Cameroun ?,Afrique,Asie,Europe,Amérique,0,10,difficile
Q04845,Logique & culture générale,À votre avis : Quel est le résultat de 15 - 7 ?,8,7,9,6,0,10,difficile
Q04846,Logique & culture générale,"À votre avis : Si A est plus grand que B et B plus grand que C, qui est le plus petit ?",C,A,B,Impossible,0,10,difficile
Q04847,Logique & culture générale,À votre avis : Quelle couleur obtient-on en mélangeant du bleu et du jaune en peinture ?,Vert,Rouge,Violet,Noir,0,10,difficile
Q04848,Logique & culture générale,À votre avis : Combien de minutes y a-t-il dans une heure ?,60,30,100,90,0,10,difficile
Q04849,Logique & culture générale,À votre avis : Quel instrument sert à mesurer la température ?,Thermomètre,Baromètre,Voltmètre,Compas,0,10,difficile
Q04850,Logique & culture générale,À votre avis : Quel est le rôle principal d'une boussole ?,Indiquer les directions,Mesurer la température,Mesurer la vitesse,Calculer une moyenne,0,10,difficile
Q04851,Logique & culture générale,"Niveau quiz : Si 2 + 3 = 5, combien font 7 + 6 ?",13,12,14,11,0,10,difficile
Q04852,Logique & culture générale,"Niveau quiz : Quel nombre complète la suite 2, 4, 6, 8, ?",10,9,11,12,0,10,difficile
Q04853,Logique & culture générale,Niveau quiz : Quel nombre est premier ?,17,21,27,33,0,10,difficile
Q04854,Logique & culture générale,Niveau quiz : Combien y a-t-il de bits dans un octet ?,8,4,16,32,0,10,difficile
Q04855,Logique & culture générale,"Niveau quiz : Quel est le plus grand : 0,7 ou 0,65 ?","0,7","0,65",Ils sont égaux,Impossible,0,10,difficile
Q04856,Logique & culture générale,"Niveau quiz : Si tous les A sont B et tous les B sont C, que peut-on conclure ?",Tous les A sont C,Aucun A n'est C,Tous les C sont A,B n'existe pas,0,10,difficile
Q04857,Logique & culture générale,Niveau quiz : Quelle planète est connue comme la planète rouge ?,Mars,Vénus,Jupiter,Mercure,0,10,difficile
Q04858,Logique & culture générale,Niveau quiz : Quelle est la capitale du Cameroun ?,Yaoundé,Douala,Maroua,Garoua,0,10,difficile
Q04859,Logique & culture générale,Niveau quiz : Quelle est la région où se trouve Maroua ?,Extrême-Nord,Littoral,Sud-Ouest,Est,0,10,difficile
Q04860,Logique & culture générale,Niveau quiz : Quel est le plus grand océan du monde ?,Pacifique,Atlantique,Indien,Arctique,0,10,difficile
Q04861,Logique & culture générale,Niveau quiz : Combien de côtés possède un hexagone ?,6,5,7,8,0,10,difficile
Q04862,Logique & culture générale,Niveau quiz : Quel est le résultat de 12 × 5 ?,60,50,70,55,0,10,difficile
Q04863,Logique & culture générale,Niveau quiz : Quel est le résultat de 100 / 4 ?,25,20,30,40,0,10,difficile
Q04864,Logique & culture générale,"Niveau quiz : Si un objet coûte 10 000 FCFA et bénéficie de 10% de réduction, quel est le prix ?",9 000 FCFA,9 500 FCFA,8 000 FCFA,10 100 FCFA,0,10,difficile
Q04865,Logique & culture générale,Niveau quiz : Quel langage utilise principalement le symbole # pour les commentaires sur une ligne ?,Python,HTML,CSS,SQL,0,10,difficile
Q04866,Logique & culture générale,Niveau quiz : Quelle unité mesure généralement la fréquence d'un processeur ?,GHz,GB,dpi,Mbps,0,10,difficile
Q04867,Logique & culture générale,Niveau quiz : Quelle unité mesure le débit réseau ?,Mbps,kg,cm,dpi,0,10,difficile
Q04868,Logique & culture générale,Niveau quiz : Quel est le contraire de 'public' ?,Privé,Rapide,Ouvert,Central,0,10,difficile
Q04869,Logique & culture générale,Niveau quiz : Quel continent abrite le Cameroun ?,Afrique,Asie,Europe,Amérique,0,10,difficile
Q04870,Logique & culture générale,Niveau quiz : Quel est le résultat de 15 - 7 ?,8,7,9,6,0,10,difficile
Q04871,Logique & culture générale,"Niveau quiz : Si A est plus grand que B et B plus grand que C, qui est le plus petit ?",C,A,B,Impossible,0,10,difficile
Q04872,Logique & culture générale,Niveau quiz : Quelle couleur obtient-on en mélangeant du bleu et du jaune en peinture ?,Vert,Rouge,Violet,Noir,0,10,difficile
Q04873,Logique & culture générale,Niveau quiz : Combien de minutes y a-t-il dans une heure ?,60,30,100,90,0,10,difficile
Q04874,Logique & culture générale,Niveau quiz : Quel instrument sert à mesurer la température ?,Thermomètre,Baromètre,Voltmètre,Compas,0,10,difficile
Q04875,Logique & culture générale,Niveau quiz : Quel est le rôle principal d'une boussole ?,Indiquer les directions,Mesurer la température,Mesurer la vitesse,Calculer une moyenne,0,10,difficile
Q04876,Logique & culture générale,"Question suivante : Si 2 + 3 = 5, combien font 7 + 6 ?",13,12,14,11,0,10,difficile
Q04877,Logique & culture générale,"Question suivante : Quel nombre complète la suite 2, 4, 6, 8, ?",10,9,11,12,0,10,difficile
Q04878,Logique & culture générale,Question suivante : Quel nombre est premier ?,17,21,27,33,0,10,difficile
Q04879,Logique & culture générale,Question suivante : Combien y a-t-il de bits dans un octet ?,8,4,16,32,0,10,difficile
Q04880,Logique & culture générale,"Question suivante : Quel est le plus grand : 0,7 ou 0,65 ?","0,7","0,65",Ils sont égaux,Impossible,0,10,difficile
Q04881,Logique & culture générale,"Question suivante : Si tous les A sont B et tous les B sont C, que peut-on conclure ?",Tous les A sont C,Aucun A n'est C,Tous les C sont A,B n'existe pas,0,10,difficile
Q04882,Logique & culture générale,Question suivante : Quelle planète est connue comme la planète rouge ?,Mars,Vénus,Jupiter,Mercure,0,10,difficile
Q04883,Logique & culture générale,Question suivante : Quelle est la capitale du Cameroun ?,Yaoundé,Douala,Maroua,Garoua,0,10,difficile
Q04884,Logique & culture générale,Question suivante : Quelle est la région où se trouve Maroua ?,Extrême-Nord,Littoral,Sud-Ouest,Est,0,10,difficile
Q04885,Logique & culture générale,Question suivante : Quel est le plus grand océan du monde ?,Pacifique,Atlantique,Indien,Arctique,0,10,difficile
